Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
xfree.pro,3,3,70,8,0.00,https://tribit.com/collections/xfree,5,0.02,0.00,0,8130000,"[21,28,21,35,35,50,50,64,78,100,100,100]",2025-03-11,,transactional,Organic
tribit xsound mega,3,3,70,35,0.44,https://tribit.com/collections/xsound-mega,5,0.02,2.00,1,89,"[19,11,15,26,7,7,7,7,7,65,100,80]",2025-03-26,"Knowledge panel, Reviews, Video, Image, People also ask, Related products, Related searches, Discussions and forums, People also search","informational, transactional",Organic
maxsound,1,1,170,35,0.00,https://tribit.com/products/tribit-maxsound-plus-bluetooth-speakers,5,0.02,0.00,0.1,99,"[7,7,7,100,100,100,80,65,80,42,80,53]",2025-03-11,"Knowledge panel, Image pack, Reviews, Video, Image, People also ask, Related products, Related searches, People also search",informational,People also ask
maxsound,10,10,170,35,0.00,https://tribit.com/products/tribit-maxsound-plus-bluetooth-speakers,5,0.02,0.00,0.1,99,"[7,7,7,100,100,100,80,65,80,42,80,53]",2025-03-11,"Knowledge panel, Image pack, Reviews, Video, Image, People also ask, Related products, Related searches, People also search",informational,Knowledge panel
tribits,2,2,40,39,0.23,https://tribit.com/,5,0.02,1.00,1,87,"[0,0,0,1,9,6,6,5,9,5,6,6]",2025-03-02,"Image pack, Sitelinks, Reviews, Video, Image, People also ask, Related searches, People also search",informational,Organic
tribit stormbox flow,10,10,140,42,0.46,https://tribit.com/products/tribit-stormbox-flow-portable-speaker,4,0.01,1.00,1,99,"[28,34,43,65,43,65,34,34,34,21,53,21]",2025-03-16,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, Image, People also ask, Related products, Related searches, Discussions and forums, People also search",informational,Knowledge panel
maxsound,5,5,170,35,0.00,https://tribit.com/blogs/comparison/tribit-maxsound-plus-vs-tribit-xsound-plus-2,4,0.01,0.00,0.1,99,"[7,7,7,100,100,100,80,65,80,42,80,53]",2025-03-11,"Knowledge panel, Image pack, Reviews, Video, Image, People also ask, Related products, Related searches, People also search",informational,Organic
tribit app,3,3,50,46,0.00,https://tribit.com/,4,0.01,0.00,0,1420000,"[11,11,52,52,64,64,11,11,100,11,11,11]",2025-03-10,"Sitelinks, Reviews, Video, People also ask, Related searches",transactional,Organic
xfreee,13,13,2400,28,0.00,https://tribit.com/collections/xfree,4,0.01,0.00,0,83,"[36,0,0,12,0,6,0,0,24,12,100,12]",2025-03-25,"Sitelinks, People also ask",navigational,Organic
stormbox micro 2,10,10,140,35,0.53,https://tribit.com/products/tribit-stormbox-micro-2-portable-speaker,4,0.01,2.00,1,307000,"[34,43,43,53,53,65,53,34,28,53,65,34]",2025-03-30,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, People also ask, Related products, Related searches, Short videos, Discussions and forums, People also search","informational, transactional",Knowledge panel
h1 earbuds,2,2,30,25,0.00,https://tribit.com/products/tribit-movebuds-h1-wireless-earbuds,3,0.01,0.00,1,2550000,"[18,18,18,18,18,18,18,100,18,18,18,18]",2025-03-27,"Knowledge panel, Image pack, Reviews, Video, People also ask, Related products, Related searches, People also search",informational,Organic
tribit headphones,3,3,1000,37,0.24,https://tribit.com/products/tribit-movebuds-h1-wireless-earbuds,3,0.01,0.00,0.07,1200000,"[3,2,2,3,3,4,3,3,100,7,3,66]",2025-03-28,"Image pack, Reviews, Video, Image, Popular products, Related searches, Discussions and forums, People also search","informational, transactional",Image pack
tribit movebuds h1,10,10,110,28,0.30,https://tribit.com/products/tribit-movebuds-h1-wireless-earbuds,3,0.01,0.00,1,85,"[42,53,42,53,42,42,26,26,34,26,26,42]",2025-03-11,"Knowledge panel, Reviews, Video, People also ask, Related products, Related searches, Discussions and forums, People also search",informational,Knowledge panel
tribit stormbox blast review,10,10,90,37,0.00,https://tribit.com/products/tribit-stormbox-blast-portable-bluetooth-speaker,3,0.01,0.00,0.59,315000,"[9,42,33,100,100,66,33,9,14,19,14,23]",2025-03-25,"Knowledge panel, Sitelinks, Reviews, Video, Image, Related products, Related searches, Discussions and forums, People also search",commercial,Knowledge panel
storm box,3,3,140,16,0.00,https://tribit.com/collections/stormbox,3,0.01,0.00,0.13,1100000000,"[52,66,66,52,66,80,80,66,100,66,66,80]",2025-03-09,"Local pack, Image pack, Sitelinks, Reviews, Video, People also ask, Popular products, Related searches, See results about",informational,Organic
tribit stormbox micro,7,7,210,49,0.37,https://tribit.com/collections/stormbox,3,0.01,1.00,1,282000,"[21,17,17,26,26,26,17,17,14,21,26,14]",2025-03-20,"Knowledge panel, Sitelinks, Reviews, Video, Image, Shopping ads, People also ask, Related products, Related searches, Discussions and forums, People also search","informational, transactional",Organic
flybuds 3,10,10,110,34,0.00,https://tribit.com/products/tribit-flybuds-3-true-wireless-earbuds,3,0.01,0.00,0.03,72,"[53,53,42,42,53,53,42,42,42,34,42,42]",2025-03-03,"Knowledge panel, Sitelinks, Reviews, Video, Image, People also ask, Related products, Related searches, Discussions and forums, People also search","informational, transactional",Knowledge panel
tribit stormbox micro 3,3,3,40,29,0.45,https://tribit.com/collections/stormbox,3,0.01,1.00,0.92,93,"[18,18,18,81,81,100,18,18,18,18,18,18]",2025-03-13,"Image pack, Sitelinks, Reviews, Video, People also ask, Popular products, Related searches, People also search",commercial,Organic
stormbox micro 2,2,0,140,35,0.53,https://tribit.com/blogs/comparison/tribit-stormbox-vs-tribitstormbox-2,3,0.01,1.00,1,307000,"[34,43,43,53,53,65,53,34,28,53,65,34]",2025-03-30,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, People also ask, Related products, Related searches, Short videos, Discussions and forums, People also search","informational, transactional",People also ask
wireless speakers with bluetooth,8,8,880,57,0.62,https://tribit.com/products/tribit-stormbox-lava-portable-bluetooth-speaker,2,0,1.00,1,166000000,"[0,0,0,0,0,0,0,55,44,65,100,55]",2025-03-18,"Image pack, Video, Image, People also ask, Popular products, Related searches, Explore brands, People also search",commercial,Explore brands
quiet plus,3,3,90,25,2.95,https://tribit.com/collections/quietplus,2,0,5.00,0.79,379000000,"[29,29,8,29,18,8,2,10,22,18,29,22]",2025-03-11,"Image pack, Reviews, Video, People also ask, Related searches","informational, transactional",Organic
blast 2,3,2,260,49,0.00,https://tribit.com/products/tribit-stormbox-blast-2-portable-bluetooth-speaker,2,0,0.00,0.01,1040000000,"[82,66,82,82,66,53,53,53,53,35,43,66]",2025-03-29,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches, People also search",informational,Organic
tribit stormbox 2,3,3,260,47,0.47,https://tribit.com/products/tribit-stormbox-blast-2-portable-bluetooth-speaker,2,0,0.00,1,760000,"[2,2,2,12,100,66,36,36,44,44,54,29]",2025-03-15,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, People also ask, Related products, Related searches, Discussions and forums, People also search","informational, transactional",Organic
tribit flybuds 3,2,2,390,33,0.26,https://tribit.com/products/tribit-flybuds-3-true-wireless-earbuds,2,0,0.00,1,71,"[25,25,16,20,20,31,20,16,31,25,16,16]",2025-03-16,"Knowledge panel, Sitelinks, Reviews, Video, People also ask, Related products, Related searches, People also search",informational,People also ask
tri beat,1,1,50,30,0.99,https://tribit.com/,2,0,1.00,0.77,37700000,"[2,4,3,3,3,4,4,4,3,3,1,0]",2025-03-05,"Image pack, Sitelinks, Reviews, Video, Image, Video Carousel, People also ask, Related searches, People also search",informational,Organic
tribit flybuds,10,10,70,33,0.27,https://tribit.com/products/tribit-flybuds-3-true-wireless-earbuds,2,0,0.00,1,77,"[26,26,26,19,26,26,26,26,26,34,26,19]",2025-03-22,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, People also ask, Related products, Related searches, Discussions and forums","informational, transactional",Knowledge panel
tribit stormbox mini,10,10,90,26,0.50,https://tribit.com/products/stormbox-mini-portable-bluetooth-speaker,2,0,1.00,1,582000,"[5,5,5,0,5,5,28,5,43,28,100,53]",2025-03-05,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, People also ask, Related products, Related searches, Discussions and forums, People also search","informational, transactional",Knowledge panel
xsound go,1,1,70,44,0.54,https://tribit.com/products/tribit-xsound-go-bluetooth-speakers,2,0,1.00,0.99,1940000,"[23,23,23,11,100,82,100,11,64,11,11,11]",2025-03-12,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, Image, People also ask, Related products, Related searches, Discussions and forums, People also search",informational,People also ask
xsound go,10,10,70,44,0.54,https://tribit.com/products/tribit-xsound-go-bluetooth-speakers,2,0,1.00,0.99,1940000,"[23,23,23,11,100,82,100,11,64,11,11,11]",2025-03-12,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, Image, People also ask, Related products, Related searches, Discussions and forums, People also search",informational,Knowledge panel
tribit xsound mega,10,10,70,35,0.44,https://tribit.com/products/tribit-xsound-mega-portable-wireless-speaker,2,0,0.00,1,89,"[19,11,15,26,7,7,7,7,7,65,100,80]",2025-03-26,"Knowledge panel, Reviews, Video, Image, People also ask, Related products, Related searches, Discussions and forums, People also search","informational, transactional",Knowledge panel
tribit stormbox blast 2 review,5,5,50,30,0.48,https://tribit.com/products/tribit-stormbox-blast-2-portable-bluetooth-speaker,2,0,0.00,0.61,317000,"[0,0,0,0,0,0,0,11,100,64,64,64]",2025-03-25,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, Related products, Related searches, Discussions and forums",commercial,Organic
tribit stormbox blast 2 review,10,10,50,30,0.48,https://tribit.com/products/tribit-stormbox-blast-2-portable-bluetooth-speaker,2,0,0.00,0.61,317000,"[0,0,0,0,0,0,0,11,100,64,64,64]",2025-03-25,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, Related products, Related searches, Discussions and forums",commercial,Knowledge panel
tribit xfree go,16,16,880,28,0.00,https://tribit.com/collections/xfree,2,0,0.00,0.01,91,"[0,0,0,22,100,100,1,0,0,0,4,8]",2025-03-21,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, Related products, Related searches, Discussions and forums, People also search",informational,Organic
tribit stormbox micro 2,4,4,880,52,0.50,https://tribit.com/products/tribit-stormbox-micro-2-portable-speaker,2,0,1.00,1,277000,"[55,45,55,76,76,100,100,55,45,76,100,76]",2025-03-19,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, Image, Shopping ads, People also ask, Related products, Related searches, Discussions and forums, People also search",commercial,People also ask
tribit stormbox micro 2 review,10,10,70,45,0.00,https://tribit.com/products/tribit-stormbox-micro-2-portable-speaker,2,0,0.00,0.48,86,"[9,9,42,52,42,52,14,9,9,52,52,9]",2025-03-25,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, Image, People also ask, Related products, Related searches, Short videos, Discussions and forums, People also search",commercial,Knowledge panel
fly earbuds,2,2,70,13,0.44,https://tribit.com/products/tribit-flybuds-3-true-wireless-earbuds,2,0,0.00,1,4860000,"[29,41,41,41,41,52,52,29,29,41,41,41]",2025-03-02,"Image pack, Reviews, Video, Image, People also ask, Popular products, Related searches, People also search","informational, transactional",Organic
tribit xsound go review,10,10,90,38,0.00,https://tribit.com/products/tribit-xsound-go-bluetooth-speakers,2,0,0.00,0.28,89,"[2,2,2,100,2,3,2,2,2,2,2,4]",2025-03-17,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, Image, People also ask, Related products, Related searches, Discussions and forums, People also search",commercial,Knowledge panel
tribit bluetooth speaker,2,2,260,49,0.34,https://tribit.com/,2,0,0.00,1,1600000,"[54,66,8,54,100,100,54,66,14,43,66,35]",2025-03-21,"Sitelinks, Reviews, Video, Image, People also ask, Popular products, Related searches, Discussions and forums, People also search","informational, transactional",Organic
blast speaker,2,2,110,48,0.48,https://tribit.com/products/tribit-stormbox-blast-portable-bluetooth-speaker,2,0,0.00,0.92,59300000,"[14,18,18,18,18,22,29,22,22,18,29,18]",2025-03-08,"Image pack, Reviews, Video, Image, People also ask, Popular products, Related searches, Discussions and forums, People also search","informational, transactional",Organic
quietplus,2,2,70,20,2.95,https://tribit.com/collections/quietplus,2,0,5.00,0.79,116000,"[23,11,64,52,41,52,41,11,29,41,5,82]",2025-03-22,"Knowledge panel, Image pack, Reviews, Video, Image, People also ask, Related products, Related searches, People also search",informational,Organic
quietplus,10,10,70,20,2.95,https://tribit.com/products/tribit-quietplus-anc-headphones,2,0,5.00,0.79,116000,"[23,11,64,52,41,52,41,11,29,41,5,82]",2025-03-22,"Knowledge panel, Image pack, Reviews, Video, Image, People also ask, Related products, Related searches, People also search",informational,Knowledge panel
x-go speaker,12,12,260,25,0.26,https://tribit.com/products/tribit-xsound-go-bluetooth-speakers,1,0,0.00,1,898000000,"[12,15,12,23,23,36,36,12,15,19,100,23]",2025-03-12,"Reviews, Video, People also ask, Popular products, Related searches","informational, transactional",Organic
tribit headphones,7,7,1000,37,0.24,https://tribit.com/,1,0,0.00,0.07,1200000,"[3,2,2,3,3,4,3,3,100,7,3,66]",2025-03-28,"Image pack, Reviews, Video, Image, Popular products, Related searches, Discussions and forums, People also search","informational, transactional",Organic
tribit stormbox micro bluetooth speaker,15,15,1300,28,0.00,https://tribit.com/,1,0,0.00,0.03,138000,"[5,3,10,4,4,2,2,2,1,2,1,1]",2025-03-29,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, Image, People also ask, Related products, Related searches, Discussions and forums, People also search",informational,Organic
tribit movebuds h1,4,4,110,28,0.30,https://tribit.com/collections/movebuds-h1,1,0,0.00,1,85,"[42,53,42,53,42,42,26,26,34,26,26,42]",2025-03-11,"Knowledge panel, Reviews, Video, People also ask, Related products, Related searches, Discussions and forums, People also search",informational,Organic
tribit speaker,8,8,1300,21,0.32,https://tribit.com/collections/newest-products,1,0,0.00,1,1570000,"[41,36,36,54,54,66,54,36,54,66,79,66]",2025-03-27,"Image pack, Sitelinks, Reviews, Video, Image, Shopping ads, People also ask, Popular products, Related searches, People also search","informational, transactional",Organic
tribit speaker,9,9,1300,21,0.32,https://tribit.com/collections/xsound,1,0,0.00,1,1570000,"[41,36,36,54,54,66,54,36,54,66,79,66]",2025-03-27,"Image pack, Sitelinks, Reviews, Video, Image, Shopping ads, People also ask, Popular products, Related searches, People also search","informational, transactional",Organic
tribit speaker,10,10,1300,21,0.32,https://tribit.com/products/tribit-stormbox-lava-portable-bluetooth-speaker,1,0,0.00,1,1570000,"[41,36,36,54,54,66,54,36,54,66,79,66]",2025-03-27,"Image pack, Sitelinks, Reviews, Video, Image, Shopping ads, People also ask, Popular products, Related searches, People also search","informational, transactional",Organic
tribit stormbox blast,10,10,1900,52,0.50,https://tribit.com/collections/stormbox,1,0,0.00,1,511000,"[43,36,54,65,65,81,54,29,36,43,43,29]",2025-03-23,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, People also ask, Related products, Related searches, Discussions and forums, People also search",transactional,Organic
blast 2,2,2,260,49,0.00,https://tribit.com/products/tribit-stormbox-blast-2-portable-bluetooth-speaker,1,0,0.00,0.01,1040000000,"[82,66,82,82,66,53,53,53,53,35,43,66]",2025-03-29,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches, People also search",informational,Image pack
